stemming,label_number,pseudo_label
terima kasih bantu banget,0,positive
akun password gakbisa,1,neutral
akun,0,positive
download cs go nih,1,neutral
login susah anjgg,2,negative
mudahmenyenangkan,0,positive
mmm kagak tau gue tolong update,1,neutral
chat pisah bikin ribet guna,2,negative
download,0,positive
bantu,0,positive
awokawokawok kasihan banget login,2,negative
login,1,neutral
jelek login,2,negative
tolong erti pakai harap sabar,1,neutral
weh steam ajg cepat daftar pse gblk block kominfo,1,neutral
mudah,0,positive
verify captcha susah amatkontoll,1,neutral
ye login akun steam,1,neutral
masa login beresim ben gaben tlol,1,neutral
gue akun steam,1,neutral
aplikasi ganggu tolol ngerusak game gue bego,2,negative
banget ratingnya jelek bego ya makenya,2,negative
akun steam ya,1,neutral
iya ya susah pasword ya sih,2,negative
akun susah,2,negative
susah banget lupa steam asuu,2,negative
login susah anjing nih apk,2,negative
kasih bintang lord gaben kan diskon,1,neutral
hmm nih kayak cube tv,1,neutral
sistem aman tingkat kena hack orang china,1,neutral
download,0,positive
app manfaat,0,positive
tolong kasih gratis game ya kayak gta,1,neutral
masak cewek dianggep robot gara gara gagal verif kali,2,negative
masuk bikin akun susah banget tolol,2,negative
gara gara gue indomaret kontl notif steam bab,1,neutral
tambah diskon game,1,neutral
tolong kasih tau password ya,1,neutral
daftar sulit su,2,negative
gue coba kali kali login pena gue robot jangka pada ulang huu buruk,2,negative
aplikasi ajg gua pasuk gmal terima steam code,1,neutral
mantap apk ya,0,positive
ribet lot,2,negative
wow diandroid loh steam,1,neutral
ahkirnya donlod hp,1,neutral
daftar sulit,2,negative
game mainin,2,negative
kasih fitur lihat teman main hp,1,neutral
pengin trade item susah,2,negative
log ribet salah,2,negative
pasworad tau,0,positive
daftar,0,positive
bagus,0,positive
harap gamenya diskon,1,neutral
komentar bocah indonesia bikin ngakakwkwkw kau pikir emulator gampang kali kau hina karya orang dasar bocah,2,negative
tau login,1,neutral
aplikasi wajib gamer,1,neutral
masuk akun ya,1,neutral
akun i,1,neutral
cacat mulu scan ya,2,negative
bikin akun login,1,neutral
daftar susah sih,2,negative
buka jelas,1,neutral
staem blokir dasar kominfo,1,neutral
masuk ya ya,1,neutral
login,1,neutral
captha ya salah mulu,2,negative
gua kasih bintang daf entar,0,positive
tunggu rilis dota versi mobile,1,neutral
lelet acoun,2,negative
buriik steam bisah maasuuk,1,neutral
main game ya hp,1,neutral
blokir moonton zeppeto,1,neutral
bagus banget deh apknya,0,positive
bikin akun kali jam kocak,1,neutral
aplikasi bgstt asuu log inn taee mending hapus dunia aplikasi suu,1,neutral
crabgame yuk bismillah saldo gratis,1,neutral
masuk susah,2,negative
game guna,0,positive
stres download game gede reset sumpah kecewa kali steam,2,negative
apa login eror mulu aplikasi,2,negative
coo susah bett sign pc setress gww,2,negative
halah kon tol eror mulu,1,neutral
block kominfo,1,neutral
ribet daftar kayak ngehek,2,negative
aplikasi babi sigh,1,neutral
gue login ya,1,neutral
we an dana gua sedot,1,neutral
bantu,0,positive
fitur trade hold gguna banget blok,0,positive
steam gta,1,neutral
akun,0,positive
wowowowowowoow bodo kasih bintang masuk pakai katasandi tau katasandi mama ku tau,1,neutral
mudah pantau diskon,1,neutral
long pelak,2,negative
apknya bagus,0,positive
aplikasi kon login ribet anjing,2,negative
pubg gratis,1,neutral
aplikasi babi susah bikin aku tolol,2,negative
apk ya bagus,0,positive
login apk anjing,1,neutral
woy ngapa isi pasport tolong tolol,2,negative
masuk ya,1,neutral
login ya gimanasih,2,negative
masuk sih,2,negative
login,1,neutral
pliss loginnya,1,neutral
ampas pasuk passwordny benar,2,negative
steam guardnya salah,2,negative
susah banget masuk steam anjing tolol,2,negative
ribet,2,negative
steam blokir indonesia ahsyu,1,neutral
bagusjelek,0,positive
apl gjelasverivy mampus,1,neutral
akun gmpng,1,neutral
ribet banget tahi login ya,2,negative
qr code steam guard,1,neutral
tau sandi gua main salah bae,2,negative
akun,0,positive
kurang guna ram,2,negative
eror pas akun sesal download,2,negative
bikin akun toll,1,neutral
kayak haram lolot keren,2,negative
aplikasi ya guna,0,positive
ribet banget akun ya jir,2,negative
download,0,positive
dawloand lasung aneh,2,negative
aplikasi sulit hidup,2,negative
hp the real ampas,1,neutral
akun,0,positive
masak,0,positive
ribet bngsat,2,negative
tau kode tolong kode,1,neutral
cok akun gue hilang kali,2,negative
tolong akumasuk ya,1,neutral
najis ajg pulih susah banget tahan setip tisu,2,negative
login nya bambahgg,2,negative
gue main game pc anjing bangsat v,1,neutral
steam teh sih tau,0,positive
percaya kasih bintang bocil epep,0,positive
masuk,0,positive
daftar,0,positive
suaah ya login,1,neutral
steam kenal jelek,2,negative
we login ya kanya ku kasih bintang,1,neutral
nih orang orang marah marah muluwoi detol login wajar doang makek detol dongki dongki makek steam kau apadetol,2,negative
susah login,2,negative
bantu,0,positive
susah erti steem,2,negative
membant,2,negative
woy ngentd sigh ya gue tunggu,2,negative
bagus game ya,0,positive
password bus ya,1,neutral
saran,0,positive
parah masuk,2,negative
downloadnya,1,neutral
suka ya gara platform dompet gue kering,0,positive
nice aplikasi,0,positive
gampang kontrol akun steam,1,neutral
bikin akun ribet ribet cok dancok,2,negative
gua buka,0,positive
daftar ribet banget,2,negative
masuk ya ribet susah,2,negative
password ya salah mulu,2,negative
gagal bayar pakai dana,2,negative
selamat jalan steam engkau banned by,1,neutral
pasuk password dianggep salah,2,negative
blokir,2,negative
bagus apa,0,positive
tau sih gue kasih bintang,0,positive
akun,0,positive
asu development ya mudah mudah mati amin,2,negative
steam bang ya garrys mod,1,neutral
pasuk kode email kontol apk bangsat,1,neutral
login,1,neutral
sih login ya,1,neutral
kudu sabar jatuh,0,positive
goblok tolol,2,negative
susah ganti email akun,2,negative
valve tolol bikin akun susah nying,2,negative
buka paswordnya,1,neutral
guna,0,positive
sandi sulit kocak,2,negative
bikin akun,1,neutral
mantap aplnya,0,positive
eh log ya,1,neutral
valve bisa android,1,neutral
negara ya ganti,2,negative
ciuuh aplikasi sampah,2,negative
balikin duit ku akun steam ku hilang,1,neutral
ribet,2,negative
ribet banget login,2,negative
login ya bjir,1,neutral
oh yes akun dota aman,0,positive
lord gaben ngecewain,1,neutral
akun ya,1,neutral
bikin akun,1,neutral
game ya bagus,0,positive
masuk,0,positive
aa anak konl bab anjig haram sulit datfar ya celeg,2,negative
bantu banget,0,positive
akun entot,2,negative
login,1,neutral
ajar,0,positive
bunuh bikin buang email atou mati,2,negative
login anjg,1,neutral
gagal hadeh,2,negative
jelek bodoh anying cacat dajjal susah banget,2,negative
sign doang susah banget anjing,2,negative
hmm block kominfo ya,1,neutral
suka steam,0,positive
geme pedit hp grr,0,positive
game nih anjing asu,2,negative
signing,1,neutral
aplikasi ya bagus,0,positive
aplikasi,0,positive
susah login email verfksi,2,negative
mendaftrnya lumayan susah,1,neutral
gua anime,1,neutral
aplikasi bantu,1,neutral
lumayan,0,positive
wkwkwkwkwk blokir kominfo hewan,1,neutral
halah encok bruh,2,negative
main gerry mod wow seru,0,positive
jelek aplikasi ya,2,negative
aps babi niat bikin bikin bangkai,2,negative
pasword ya,0,positive
game aneh,2,negative
mai hp,1,neutral
game dota,1,neutral
wts jual akun steam juta,1,neutral
steam balikin akun gue mulu anjeng,1,neutral
masuk,0,positive
pesan kode,0,positive
aplikasi stupid,2,negative
adakan game steam hp,1,neutral
steam ngbtod kikir login doang ngntodd,1,neutral
eror,2,negative
guar code tambah no eror mulu,2,negative
masuk,0,positive
akun,0,positive
loginnya susah,2,negative
please eror,2,negative
apk rusak kah lol sayang banget kota gue,2,negative
ya bayar,1,neutral
ehehe orang doang abang bintang ya,2,negative
daftar akun,1,neutral
bikin akun,1,neutral
bantu,0,positive
isa gabung steam sayang,0,positive
apliksih samp ah bia lowgin amejay lowgin,1,neutral
bacot login,2,negative
daftar susah,2,negative
aplikasi bagus,0,positive
min gratisin gmod andro id plis min,1,neutral
susah banget akun apk ku hapus,2,negative
download ya bayar,1,neutral
password ya,1,neutral
bikin akun,1,neutral
sulit login,2,negative
masuk,0,positive
selamat puasa,0,positive
steam asli,0,positive
lango anjir server eror mulu,2,negative
akun,0,positive
taikk aplikasi,2,negative
suka banget,0,positive
akun masuk ya,1,neutral
ati dompet dolar dolar,1,neutral
wow tidac mengerty,2,negative
fall guys tau toko,0,positive
jelek pokok,2,negative
ikan hiu makan tomat uwaw,1,neutral
terima kasih moga manfaat,0,positive
ngeluh goblok aowkaoakoakwowka,2,negative
sushaw ansuins bungut,1,neutral
contoh kode uang salah,1,neutral
bagusbanget,0,positive
bikin akun susah,2,negative
kasih capca blok susah,2,negative
bagus banget,0,positive
mudah,0,positive
busuk susah,2,negative
donwload anjing,1,neutral
apk,1,neutral
apk aman,0,positive
komentar padah ngegas mual wkwkwk,2,negative
tolol bikin akun,2,negative
hhhjhhjhh kak ok idm ubud lutfi,1,neutral
akun,0,positive
goblox bodoh aneh jelek bangsat,2,negative
bintang suka steam,0,positive
akun susah banget,2,negative
susah masuk akun bangsat,2,negative
gama masuk,1,neutral
buru daftar pse,1,neutral
gaben tolol ampun,2,negative
pas eror,2,negative
yey login,2,negative
hp,0,positive
kontl asu sih vefikasi bolehin masuk moga mati steam,2,negative
masuk,0,positive
aplikasi,0,positive
mohon pakai kode les,1,neutral
bagus,0,positive
daftar akun oblog,1,neutral
goblok langsung hilang akun,2,negative
masuk ya,1,neutral
csgo mobile,1,neutral
bikin orang susah anjing,2,negative
bagus banget cuy,0,positive
kasih bintang,0,positive
ribet banget main,2,negative
jelek suka eror,2,negative
login,1,neutral
susah nya blokir,2,negative
kode,0,positive
keren,0,positive
pergi,2,negative
sayakasi bintang paswot ya sala namaya kayek anjeng,1,neutral
aman scamer,0,positive
gua coba,1,neutral
lihat oi nih yusuf iskandar muda gua zsekhg,2,negative
sampah buat latop gue ngeleg,2,negative
woi game gue balikin njing blokir,2,negative
masuk,0,positive
biji gigit nenek turbo,2,negative
daftar ya oy,1,neutral
sussah banget masuk ya bngke,2,negative
downloadnya,1,neutral
login,1,neutral
baik deh,0,positive
kesal login,2,negative
gaben uang,1,neutral
heran kominfo,2,negative
masuk qmak,1,neutral
anjing bab,2,negative
dafetar ya,0,positive
kamutidak percaya sandi,2,negative
susah login beujwwlsbzisksodbspaksj,1,neutral
masuk,0,positive
suka eventnya wgwgwgwgw,0,positive
recover tunggu tahun,1,neutral
susah akun,2,negative
app anjing akun salah,2,negative
hp,0,positive
gara gara ibu hapus,1,neutral
suka csgo,0,positive
login,1,neutral
the noob boyflies kwkwkwkwkwkwk,1,neutral
tau bilang,0,positive
mantap bujank ya,0,positive
gue senang logingnya hahai asik,0,positive
bikin anjir,1,neutral
sih,0,positive
sersan guna,0,positive
blok,0,positive
op,0,positive
login ribet,2,negative
veriv dah,1,neutral
rilis half life rajuk,1,neutral
bagus,0,positive
robot,2,negative
ya ampun bayar,2,negative
bunuh,2,negative
butuh pc,0,positive
mantul ashiaap santuy,1,neutral
game bugas,2,negative
goblog steam chat pisah,1,neutral
tau guna,0,positive
passwordnya,1,neutral
loginnya kesal,2,negative
app guna,0,positive
kasih rating,0,positive
meyersh,1,neutral
ribet bubarin,2,negative
guna banget,0,positive
sign,0,positive
susah login,2,negative
daftar susah anjing,2,negative
ngada,2,negative
firman solo,0,positive
susah asuknya,2,negative
jelek,2,negative
kagak sing up najis,1,neutral
izin pakai akun papa yuk,1,neutral
kepala kau,2,negative
abang utang,2,negative
mantap diskon,0,positive
apan nih jelekk,2,negative
erti,1,neutral
kominfo,1,neutral
kukus bodoh,2,negative
kominfo mah kayak,2,negative
malas malesin doang,2,negative
mendohlod steam,0,positive
kontol banget asu,2,negative
tes,0,positive
gana pel,2,negative
tuhan yesus kati,0,positive
vpn kontol,1,neutral
guna,0,positive
pakai login atuh,1,neutral
harap baik sistem coba akun,1,neutral
steam tolong acc retas kirim bantu layan langgan maaf bintang bintang,1,neutral
masuk tunggu kode konfirmasi,1,neutral
jaga uap acces,1,neutral
tolong baik sistem login,1,neutral
susah banget anying loginnya,2,negative
kerja bagus,0,positive
sempurna unduh game pc,1,neutral
aplikasi sedot,1,neutral
babi,2,negative
bagus,0,positive
hidup sulit beli gagal hasil kartu debit visa otp nomor terus kecewa,2,negative
kacau buruk steam pc bingung halaman teman beranta nyaman menu rumit dropdown klik buka jendela atur beranta,2,negative
harap baik steam guard move auth erti kembang bangun,1,neutral
man rechapcha plss rusak baik,2,negative
hard create new akun,1,neutral
terima kasih lumayan ya lo,0,positive
susah login,2,negative
sulit login,2,negative
steam beratingaplikasiini,1,neutral
bagus,0,positive
harap katup baik inventaris cantum item minggu cantum item pasar,1,neutral
harap optimal aplikasi jual item salah daftar pasar,1,neutral
jual item pasar steam aplikasi harap baik,0,positive
kocak nih steam error,2,negative
ui bersih pc layan baik,0,positive
obrol steam bringback steam mobile,1,neutral
keren,0,positive
mantap,0,positive
stabil,0,positive
idk platform pc animasi aplikasi paksa laku platform seluler buruk aplikasi solid optimal,2,negative
beli main bantu,1,neutral
aplikasi sampah,2,negative
pikir tambah staf jual barang inventaris,1,neutral
aplikasi bagus,0,positive
mantap gacor,0,positive
terima kasih steam,0,positive
cari captcha atur ulang sandi coba akun captcha kali dari jempol dari,1,neutral
aplikasi bodoh sulit hapus ponsel rusak ponsel aplikasi sesi kedaluwarsa pikir isi visa formulir detik,2,negative
verfication login steam guard sulit login,1,neutral
beli game ghost recon breakpoint celana keys,1,neutral
dek sih xc,0,positive
terima kasih bantu pulih akun,0,positive
login,1,neutral
goblog,2,negative
praktis,0,positive
login susah,2,negative
bug lengkap,0,positive
mantab,0,positive
steam pisah capai game game utama dlc bingung coba kumpul capai aplikasi ui buruk klik profil bosan aplikasi pas,2,negative
hey uap tolong baik captcha robot pikir robot haha lelucon uap,2,negative
tolong uap hilang uang beli apa hilang dolar,1,neutral
tolong diskon main spiderman beli game,1,neutral
sampah,2,negative
app terbaiikk,0,positive
beli main milik main bajak main curi,2,negative
tanda,0,positive
guna,0,positive
jacok,0,positive
kadang kadang akses wishlist butuh koneksi sila catback chatbox steam mobile alih alih aplikasi,1,neutral
kecewa aman aman mudah guna masuk steam,2,negative
lumayan bagus aplikasi ya baik password pakai password pakai email ajasoalnya passwordjadi mohon hilang hina aplikasi bodohdan pikir gampang beginianitu coba lihat bagus,2,negative
